title,platform,date,meta_score,user_score,link,esrb_rating,developers,genres,platform_group,nintendo_relation,genre_main,player_type,play_situation,difficulty,mood,session_length,beginner_friendly,local_multiplayer,online_multiplayer,budget_tier,buying_advice,title_en,title_ko,title_zh,localization_note,image_url,image_file,official_url_en,official_url_ko,official_url_zh,media_note,normalized_title
Splatoon Raiders,Nintendo Switch 2,2026-07-23,,,,,Nintendo,"['Shooter', 'Action', 'Online']",Switch 2,Nintendo Core,Shooter,Competitive Player,Online|Short Break,Medium,Exciting,Medium,Yes,No,Yes,High,"Official Nintendo HK listing. Use the filters to decide whether this fits your play situation, budget, and session length.",Splatoon Raiders,스플래툰 레이더스,斯普拉遁 塗擊隊,Chinese title and release metadata synced from Nintendo HK software list: https://www.nintendo.com/hk/software/switch?sftab=nintendo,https://images.ctfassets.net/o5v89n4kg6h4/700100001228270b216ace3dbe11f1981251d357ba780b/8c42325f9e62bb74a17434734d2bd1a0/ac10d398536e75dbd5ab9961c04d8fdaeaa35b531a173adfedf684ec18a8460d.jpg,data/media_images/splatoon_raiders.jpg,https://www.nintendo.com/us/store/products/splatoon-raiders-switch-2/,https://store.nintendo.co.kr/70010000122826,https://www.nintendo.com/hk/games/switch2/aadla/index.html,Official Nintendo HK software listing image cached locally as 1200x675; HK detail page is used when no other regional page is verified.,splatoon raiders
Dragon Quest Builders,Nintendo Switch,2018-02-09,81.0,8.1,,E10+,['Square Enix'],"['Action Adventure', 'Sandbox']",Switch Compatible,Third-party,RPG,Explorer,Solo|Long Session,Easy,Creative,Long,Yes,No,No,Medium,"Good for players who like building, crafting, and relaxed adventure goals.",Dragon Quest Builders,드래곤 퀘스트 빌더즈,勇者鬥惡龍 創世小玩家,Official regional title where verified; remaining rows keep curated localized title,"https://assets.nintendo.com/image/upload/c_fill,w_1200/q_auto:best/f_auto/dpr_2.0/store/software/switch/70010000006801/0368e07ef261be9d1d8f9f53c1958e1c35b1244c009edd21c99383d2ab7f9d58",data/media_images/dragon_quest_builders.jpg,https://www.nintendo.com/us/store/products/dragon-quest-builders-switch/,,,User-provided horizontal image normalized locally as 1200x675 | Regional links use verified official game/detail cards where available; no search-result fallback. | Exact regional game detail pages only; no search-result fallback.,dragon quest builders
Celeste,Nintendo Switch,2018-01-25,,,,,,,Switch Compatible,Indie,Platformer,Core Player,Solo|Short Break,Hard,Story,Short,No,No,No,Low,A focused platforming challenge with strong emotional payoff.,Celeste,Celeste,蔚藍,Official regional title where verified; remaining rows keep curated localized title,"https://assets.nintendo.com/image/upload/c_fill,w_1200/q_auto:best/f_auto/dpr_2.0/store/software/switch/70010000006442/691ba3e0801180a9864cc8a7694b6f98097f9d9799bc7e3dc6db92f086759252",data/media_images/celeste.jpg,https://www.nintendo.com/us/store/products/celeste-switch/,https://store.nintendo.co.kr/70010000064972,,Official Nintendo og:image cached locally as 1200x675 | Regional links use verified official game/detail cards where available; no search-result fallback. | Exact regional game detail pages only; no search-result fallback.,celeste
Xenoblade Chronicles 2,Nintendo Switch,2017-12-01,83.0,8.7,,T,Nintendo,"['Role-Playing', 'Action RPG']",Switch Compatible,Nintendo Published,RPG,Story Player,Solo|Long Session,Medium,Story,Long,Yes,No,No,High,"Official Nintendo HK listing. Use the filters to decide whether this fits your play situation, budget, and session length.",Xenoblade Chronicles 2,제노블레이드 크로니클스 2,異度神劍2,Chinese title and release metadata synced from Nintendo HK software list: https://www.nintendo.com/hk/software/switch?sftab=nintendo,"https://assets.nintendo.com/image/upload/c_fill,w_1200/q_auto:best/f_auto/dpr_2.0/store/software/switch/70010000000707/4cd12c9f2233dc671d0ac2bc208f8551d1d0b62c956d6d477585bb42c1ef09ea",data/media_images/xenoblade_chronicles_2.jpg,https://www.nintendo.com/us/store/products/xenoblade-chronicles-2-switch/,https://www.nintendo.com/kr/switch/adenb/,https://www.nintendo.com/hk/switch/xenoblade2/store/,Official Nintendo HK software listing image cached locally as 1200x675; HK detail page is used when no other regional page is verified.,xenoblade chronicles 2
你裁我剪！斯尼帕Plus,Nintendo Switch,2017-11-10,,,,,Nintendo,['Puzzle'],Switch Compatible,Nintendo Published,Puzzle,Beginner,Solo|Short Break,Easy,Creative,Short,Yes,No,No,High,"Official Nintendo HK listing. Use the filters to decide whether this fits your play situation, budget, and session length.",你裁我剪！斯尼帕Plus,,你裁我剪！斯尼帕Plus,Chinese title and release metadata synced from Nintendo HK software list: https://www.nintendo.com/hk/software/switch?sftab=nintendo,https://images.ctfassets.net/o5v89n4kg6h4/2BWE2F8GRkbmY0RMAnJ2VL/bbc57b4d0e54da6d280a022a1cbcd5e1/7797b0d6daa9e35674b3191acdea402cf7c3529f078007f7ff3bac2215a52c4e.jpg,data/media_images/hk_70010000009376.jpg,https://www.nintendo.com/hk/switch/snipperclips/store/,,https://www.nintendo.com/hk/switch/snipperclips/store/,Official Nintendo HK software listing image cached locally as 1200x675; HK detail page is used when no other regional page is verified.,你裁我剪 斯尼帕plus
Super Mario Odyssey,Nintendo Switch,2017-10-27,97.0,8.9,,E10+,Nintendo,"['Action', 'Platformer', '3D']",Switch Compatible,Nintendo Core,Adventure,Explorer,Solo|Short Break,Easy,Immersive,Medium,Yes,No,No,High,"Official Nintendo HK listing. Use the filters to decide whether this fits your play situation, budget, and session length.",Super Mario Odyssey,슈퍼 마리오 오디세이,超級瑪利歐 奧德賽,Chinese title and release metadata synced from Nintendo HK software list: https://www.nintendo.com/hk/software/switch?sftab=nintendo,"https://assets.nintendo.com/image/upload/c_fill,w_1200/q_auto:best/f_auto/dpr_2.0/store/software/switch/70010000001130/c42553b4fd0312c31e70ec7468c6c9bccd739f340152925b9600631f2d29f8b5",data/media_images/super_mario_odyssey.jpg,https://www.nintendo.com/us/store/products/super-mario-odyssey-switch/,https://www.nintendo.com/kr/switch/aaaca/,https://www.nintendo.com/hk/switch/super_mario_odyssey/,Official Nintendo HK software listing image cached locally as 1200x675; HK detail page is used when no other regional page is verified.,super mario odyssey
Stardew Valley,Nintendo Switch,2017-10-05,,,,,,,Switch Compatible,Indie,Simulation,Relaxed Player,Couple|Friends|Long Session,Easy,Healing,Long,Yes,Yes,No,Low,"Excellent low-price long-term game for farming, routine, and cozy progression.",Stardew Valley,Stardew Valley,星露谷物语,Official regional title where verified; remaining rows keep curated localized title,"https://assets.nintendo.com/image/upload/c_fill,w_1200/q_auto:best/f_auto/dpr_2.0/store/software/switch/70010000001801/7aa9c6cf5e7d4cecf481f18b1d7a9d79e7aab85045b22203effb2dda409bc5b7",data/media_images/stardew_valley.jpg,https://www.nintendo.com/us/store/products/stardew-valley-switch/,https://store.nintendo.co.kr/70010000104430,,Official Nintendo og:image cached locally as 1200x675 | Regional links use verified official game/detail cards where available; no search-result fallback. | Exact regional game detail pages only; no search-result fallback.,stardew valley
Fire Emblem Warriors,Nintendo Switch,2017-09-28,74.0,7.9,,T,Nintendo,"['Action', ""Beat-'Em-Up"", '3D']",Switch Compatible,Nintendo Published,RPG,Story Player,Solo|Long Session,Medium,Story,Long,Yes,No,No,High,"Official Nintendo HK listing. Use the filters to decide whether this fits your play situation, budget, and session length.",Fire Emblem Warriors,Fire Emblem Warriors,Fire Emblem無雙,Chinese title and release metadata synced from Nintendo HK software list: https://www.nintendo.com/hk/software/switch?sftab=nintendo,"https://assets.nintendo.com/image/upload/c_fill,w_1200/q_auto:best/f_auto/dpr_2.0/store/software/switch/70010000000600/579e11645c978f72253e4668b6ab2de2b618bc1bd8f19275ed4636312d07f069",data/media_images/fire_emblem_warriors.jpg,https://www.nintendo.com/us/store/products/fire-emblem-warriors-switch/,https://www.nintendo.com/kr/software/switch/detail/adxhb/,https://www.nintendo.com/hk/switch/fire_emblem_warriors/store/,Official Nintendo og:image cached locally as 1200x675 | Regional links use verified official game/detail cards where available; no search-result fallback. | Exact regional game detail pages only; no search-result fallback.,fire emblem warriors
Arcade Archives: Mario Bros.,Nintendo Switch,2017-09-27,,7.0,,E,['Nintendo'],"['Action', 'Platformer', '2D']",Switch Compatible,Third-party,Platformer,Party Player,Friends|Party|Short Break,Easy,Fun,Short,Yes,Yes,No,Low,A cheap local co-op arcade option for short friend sessions.,Arcade Archives: Mario Bros.,아케이드 아카이브스 마리오브라더스,街机档案 马力欧兄弟,Official regional title where verified; remaining rows keep curated localized title,"https://assets.nintendo.com/image/upload/c_fill,w_1200/q_auto:best/f_auto/dpr_2.0/store/software/switch/70010000000917/fac89145e13b215caa74ec4fa275d1e97dc44d59e2a97dd1e911ad21148b09a8",data/media_images/arcade_archives_mario_bros.jpg,https://www.nintendo.com/us/store/products/arcade-archives-mario-bros-switch/,,,Official Nintendo og:image cached locally as 1200x675 | Regional links use verified official game/detail cards where available; no search-result fallback. | Exact regional game detail pages only; no search-result fallback.,arcade archives mario bros
Pokken Tournament DX,Nintendo Switch,2017-09-22,79.0,7.6,,E10+,Nintendo,"['Action', 'Fighting', '3D']",Switch Compatible,Nintendo Published,Fighting,Competitive Player,Friends|Family|Party|Short Break,Hard,Exciting,Medium,No,Yes,No,High,"Official Nintendo HK listing. Use the filters to decide whether this fits your play situation, budget, and session length.",Pokken Tournament DX,폭권 토너먼트 DX,ポッ拳　POKKÉN TOURNAMENT DX,Chinese title and release metadata synced from Nintendo HK software list: https://www.nintendo.com/hk/software/switch?sftab=nintendo,"https://assets.nintendo.com/image/upload/c_fill,w_1200/q_auto:best/f_auto/dpr_2.0/store/software/switch/70010000001132/92721f9dac0b86ff11694424bcac9b263cbd7904bc6f9da5a2eaa09bd9d1c855",data/media_images/pokken_tournament_dx.jpg,https://www.nintendo.com/us/store/products/pokken-tournament-dx-switch/,,https://www.nintendo.com/hk/switch/pokken_dx/,Official Nintendo HK software listing image cached locally as 1200x675; HK detail page is used when no other regional page is verified.,pokken tournament dx
Sine Mora EX,Nintendo Switch,2017-08-08,70.0,7.3,,M,['Grasshopper Manufacture'],"['Action', 'Shooter', ""Shoot-'Em-Up"", 'Horizontal']",Switch Compatible,Third-party,Shooter,Core Player,Solo|Short Break,Hard,Tense,Short,No,No,No,Low,A focused shooter pick for players who want arcade challenge.,Sine Mora EX,시네 모라 EX,Sine Mora EX,Official regional title where verified; remaining rows keep curated localized title,"https://assets.nintendo.com/image/upload/c_fill,w_1200/q_auto:best/f_auto/dpr_2.0/store/software/switch/70010000001458/eb3aad234d042188c75ad67eba2522ec8e29cf1fc0ca9e70de9ea5fe336b82d3",data/media_images/sine_mora_ex.jpg,https://www.nintendo.com/us/store/products/sine-mora-ex-switch/,,,Official Nintendo og:image cached locally as 1200x675 | Regional links use verified official game/detail cards where available; no search-result fallback. | Exact regional game detail pages only; no search-result fallback.,sine mora ex
Splatoon 2,Nintendo Switch,2017-07-21,83.0,8.5,,E10+,Nintendo,"['Action', 'Shooter', 'Third-Person', 'Arcade']",Switch Compatible,Nintendo Core,Shooter,Competitive Player,Online|Short Break,Medium,Exciting,Medium,Yes,No,Yes,High,"Official Nintendo HK listing. Use the filters to decide whether this fits your play situation, budget, and session length.",Splatoon 2,Splatoon 2,Splatoon™ 2 (日文版),Chinese title and release metadata synced from Nintendo HK software list: https://www.nintendo.com/hk/software/switch?sftab=nintendo,"https://assets.nintendo.com/image/upload/c_fill,w_1200/q_auto:best/f_auto/dpr_2.0/store/software/switch/70010000000529/b0b183a9860296016649fadb03b929411e7e5e0809af241e2e9652ebf0c5a715",data/media_images/splatoon_2.jpg,https://www.nintendo.com/us/store/products/splatoon-2-switch/,https://www.nintendo.com/kr/switch/aab6b/,https://www.nintendo.com/hk/splatoon2/,Official Nintendo HK software listing image cached locally as 1200x675; HK detail page is used when no other regional page is verified.,splatoon 2
Flip Wars,Nintendo Switch,2017-07-06,53.0,6.0,,T,"['OVER FENCE CO.', 'LTD.', ' Over Fence']","['Puzzle', 'General']",Switch Compatible,Nintendo Published,Party,Party Player,Friends|Party|Short Break,Easy,Chaotic,Short,Yes,Yes,No,Low,A fast local party pick when the group wants simple chaos.,Flip Wars,배틀 스포츠 메쿠루,翻转大战,Official regional title where verified; remaining rows keep curated localized title,"https://assets.nintendo.com/image/upload/c_fill,w_1200/q_auto:best/f_auto/dpr_2.0/store/software/switch/70010000000705/f4fdbdcb2256942cc6efd4addd5a72eca5455d3d2c789b351287e10a284024bd",data/media_images/flip_wars.jpg,https://www.nintendo.com/us/store/products/flip-wars-switch/,,,Official Nintendo og:image cached locally as 1200x675 | Regional links use verified official game/detail cards where available; no search-result fallback. | Exact regional game detail pages only; no search-result fallback.,flip wars
ARMS,Nintendo Switch,2017-06-16,77.0,7.1,,E10+,Nintendo,"['Action', 'Sports', 'Fighting', 'Individual', '3D', 'Combat', 'Boxing / Martial Arts']",Switch Compatible,Nintendo Core,Adventure,Explorer,Solo|Short Break,Easy,Immersive,Medium,Yes,No,No,High,"Official Nintendo HK listing. Use the filters to decide whether this fits your play situation, budget, and session length.",ARMS,ARMS,ARMS,Chinese title and release metadata synced from Nintendo HK software list: https://www.nintendo.com/hk/software/switch?sftab=nintendo,"https://assets.nintendo.com/image/upload/c_fill,w_1200/q_auto:best/f_auto/dpr_2.0/store/software/switch/70010000000392/f904982d4ad208926f0ae354b7295548d37ae4389e78192fae941fbd0e94f46b",data/media_images/arms.jpg,https://www.nintendo.com/us/store/products/arms-switch/,https://www.nintendo.com/kr/software/switch/aabqa/,https://www.nintendo.com/hk/switch/arms/,Official Nintendo HK software listing image cached locally as 1200x675; HK detail page is used when no other regional page is verified.,arms
Mario Kart 8 Deluxe,Nintendo Switch,2017-04-28,92.0,8.6,,E,Nintendo,"['Other', 'Racing', 'Arcade', 'Automobile']",Switch Compatible,Nintendo Core,Racing,Party Player,Friends|Family|Party|Short Break,Easy,Fun,Short,Yes,Yes,No,High,"Official Nintendo HK listing. Use the filters to decide whether this fits your play situation, budget, and session length.",Mario Kart 8 Deluxe,마리오 카트 8 디럭스,瑪利歐賽車8 豪華版,Chinese title and release metadata synced from Nintendo HK software list: https://www.nintendo.com/hk/software/switch?sftab=nintendo,"https://assets.nintendo.com/image/upload/c_fill,w_1200/q_auto:best/f_auto/dpr_2.0/ncom/en_US/products/games/switch/mario-kart-8-deluxe/105275-switch-mario-kart-8-deluxe-us-1200x675",data/media_images/mario_kart_8_deluxe.jpg,https://www.nintendo.com/us/store/products/mario-kart-8-deluxe-105275/,https://www.nintendo.com/kr/switch/aabpa/,https://www.nintendo.com/hk/switch/mario_kart_8_deluxe/,Official Nintendo HK software listing image cached locally as 1200x675; HK detail page is used when no other regional page is verified.,mario kart 8 deluxe
The Legend of Zelda: Breath of the Wild,Nintendo Switch,2017-03-03,97.0,8.7,,E10+,Nintendo,"['Action Adventure', 'Open-World']",Switch Compatible,Nintendo Core,Adventure,Explorer,Solo|Short Break,Easy,Immersive,Medium,Yes,No,No,High,"Official Nintendo HK listing. Use the filters to decide whether this fits your play situation, budget, and session length.",The Legend of Zelda: Breath of the Wild,젤다의 전설 브레스 오브 더 와일드,薩爾達傳說 曠野之息,Chinese title and release metadata synced from Nintendo HK software list: https://www.nintendo.com/hk/software/switch?sftab=nintendo,"https://assets.nintendo.com/image/upload/c_fill,w_1200/q_auto:best/f_auto/dpr_2.0/ncom/en_US/products/games/switch/the-legend-of-zelda-breath-of-the-wild/105208-switch-the-legend-of-zelda-breath-of-the-wild-us-1200x675",data/media_images/the_legend_of_zelda_breath_of_the_wild.jpg,https://www.nintendo.com/us/store/products/the-legend-of-zelda-breath-of-the-wild-us/,https://www.nintendo.com/kr/software/switch/aaaaa/,https://www.nintendo.com/hk/switch/zelda_botw/,Official Nintendo HK software listing image cached locally as 1200x675; HK detail page is used when no other regional page is verified.,legend of zelda breath of the wild
"Snipperclips - Cut it out, together!",Nintendo Switch,2017-03-03,80.0,8.2,,E,"['Nintendo', ' SFB Games']","['Puzzle', 'General']",Switch Compatible,Nintendo Published,Puzzle,Party Player,Friends|Party|Short Break,Easy,Creative,Short,Yes,Yes,No,Low,A clever co-op puzzle pick for pairs and small groups.,"Snipperclips - Cut it out, together!",스니퍼클립스 - 같이 싹둑하고 오려내자,你裁我剪！斯尼帕,Official regional title where verified; remaining rows keep curated localized title,"https://assets.nintendo.com/image/upload/c_fill,w_1200/q_auto:best/f_auto/dpr_2.0/store/software/switch/70010000000142/b692e801076e7a4be1a87a2135d20bc5414b639de0cf1e44e91d67a6ca9f7229",data/media_images/snipperclips_cut_it_out_together.jpg,https://www.nintendo.com/us/store/products/snipperclips-cut-it-out-together-switch/,https://www.nintendo.com/kr/software/switch/detail/aexya/,https://www.nintendo.com/hk/switch/snipperclips/store/,Official Nintendo og:image cached locally as 1200x675 | Regional links use verified official game/detail cards where available; no search-result fallback. | Exact regional game detail pages only; no search-result fallback.,snipperclips cut it out together
